age_n,mar_n,sex_n,chi_n,ucbs,ist,urb_n,edu_n,med_n,wor_n,sec_n,occ_n,foc_n,hom_n,iin_n,hin_n,srh_n,sto_n,chr_n,cov_n,int_n,dan_n,gov_n,hyg_n,cre_n,sur1_n,sur2_n,sur3_n,sur4_n,sur5_n,sur6_n,sur7_n,sur8_n,sur9_n,sur10_n,sur11_n,sur12_n,sur13_n,sur14_n,sur15_n,sur16_n,sur17_n,sur18_n,sur19_n,sur20_n,surA,surAD,sur21_n,sur22_n,sur23_n,sur24_n,sur25_n,sur26_n,sur27_n,sur28_n,sur29_n,sur30_n,surB,surBD
2,1,1,0,2,2,2,5,1.0,8,5,2,4,2.0,3,3,2,1,0,0,3,2,3,2,3,1,2,4,3,1,1,3,1,4,2,2,4,3,3,1,2,2,1,1,1,42,1,2,3,2,3,2,3,2,2,1,3,23,0
1,1,1,0,2,2,2,5,4.0,6,3,9999,4,3.0,2,2,0,1,1,0,3,2,3,2,5,2,3,4,4,1,4,4,1,4,1,2,4,4,4,1,1,4,4,1,1,54,0,4,3,4,2,3,4,0,3,4,2,29,0
2,1,2,0,2,2,2,5,2.0,8,3,2,2,1.0,3,3,3,0,0,0,3,3,2,1,4,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,39,1,1,1,1,1,2,1,1,2,1,0,11,1
1,1,2,0,2,2,2,3,5.0,6,3,9999,1,1.0,4,4,2,0,1,0,1,1,3,2,2,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,36,1,1,1,0,0,1,1,1,1,1,1,8,1
2,3,2,0,2,2,2,3,1.0,8,4,2,9,2.0,3,3,3,0,1,0,2,1,3,3,3,4,2,1,1,2,2,1,2,1,2,3,1,1,1,2,3,1,1,2,2,35,1,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,0,2,2,2,5,4.0,8,7,2,2,2.0,4,4,3,0,0,0,4,1,4,1,1,2,1,3,1,1,2,3,1,3,1,3,1,2,2,1,1,3,2,1,1,35,1,2,1,2,2,2,2,2,2,2,2,19,0
1,1,2,0,2,2,2,4,2.0,6,4,3,7,2.0,1,2,3,1,1,0,5,2,3,1,1,4,4,1,1,4,1,4,1,4,1,1,1,1,1,1,1,4,1,1,1,38,1,4,3,4,4,4,4,4,4,1,4,36,0
2,1,1,0,2,2,2,5,5.0,9,5,3,2,1.0,5,6,1,0,0,0,1,3,3,1,3,4,3,1,1,4,2,2,3,1,3,3,2,1,1,3,3,1,1,2,2,43,1,0,0,0,0,0,0,0,0,0,0,0,1
4,2,1,0,2,2,1,3,0.0,5,7,9,9,2.0,1,1,0,0,0,0,4,1,1,1,1,3,3,1,1,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,31,1,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,0,2,2,2,5,3.0,9,6,5,5,2.0,1,6,1,0,0,0,3,2,4,2,3,4,3,2,1,3,2,2,2,2,2,3,1,1,1,2,2,2,1,3,3,42,1,1,1,1,1,1,1,1,1,1,1,10,1
1,1,2,0,2,2,2,5,1.0,6,3,2,4,1.0,3,3,2,0,0,0,2,2,2,4,4,2,2,2,1,2,4,2,1,2,2,2,2,1,1,2,2,1,1,1,1,34,1,2,1,1,0,1,1,1,1,2,1,11,1
1,1,2,0,2,2,2,4,4.0,6,7,9999,7,,2,3,2,1,0,0,3,2,2,2,2,3,3,2,1,2,2,1,4,2,2,4,1,2,1,2,2,1,1,1,2,39,1,3,1,0,0,2,0,3,0,1,2,12,1
2,1,2,0,2,2,2,4,3.0,8,6,4,2,3.0,3,6,1,0,0,0,3,1,3,2,2,2,3,2,1,2,2,3,2,2,2,2,1,1,2,2,2,2,1,2,2,38,1,2,2,2,2,4,3,4,3,1,3,26,0
1,1,2,0,2,2,1,5,5.0,6,3,9999,1,3.0,5,4,1,0,0,0,1,3,1,1,1,3,3,1,1,2,1,2,2,2,3,3,1,1,1,2,3,2,2,2,3,40,1,2,3,3,3,4,3,3,2,1,4,28,0
2,1,2,0,2,2,2,5,0.0,6,3,3,9,3.0,1,1,2,1,1,0,2,3,4,3,2,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3,40,1,2,0,2,2,4,2,2,2,0,2,18,0
1,1,2,0,2,2,1,5,1.0,6,7,9999,7,,1,2,2,0,1,0,5,1,2,1,4,2,3,1,2,2,2,3,1,3,2,2,1,2,2,2,2,3,1,2,2,40,1,3,3,3,3,4,3,3,4,2,3,31,0
2,1,1,0,2,2,2,5,2.0,6,6,9999,7,2.0,3,3,1,0,0,0,2,2,4,2,2,2,2,4,1,2,3,3,1,3,1,3,4,4,4,1,1,2,1,1,1,44,1,0,0,2,2,1,1,0,0,0,0,6,1
3,3,2,0,2,2,2,3,1.0,8,7,5,5,2.0,2,3,1,1,0,0,3,1,3,2,1,3,3,1,1,3,1,2,3,1,3,3,1,1,1,3,3,1,2,1,4,41,1,2,0,0,0,4,0,3,0,0,0,9,1
3,2,1,0,2,2,2,5,0.0,1,3,2,0,2.0,1,1,1,1,0,0,2,4,3,2,2,3,2,1,1,3,1,3,2,2,3,2,1,2,2,2,3,2,2,2,2,41,1,3,3,3,3,4,3,3,3,2,3,30,0
2,3,2,0,1,2,2,5,4.0,1,7,2,4,,2,3,3,0,0,0,5,1,1,1,3,4,4,1,1,4,1,2,3,4,3,2,1,1,1,2,3,3,1,2,4,47,1,4,0,1,1,4,2,4,4,0,4,24,0
2,1,2,0,1,2,2,6,3.0,7,6,5,7,2.0,1,1,2,1,1,0,3,1,3,2,3,2,2,2,1,1,2,3,1,2,1,2,2,2,2,1,2,2,1,1,1,33,1,3,0,1,1,3,2,4,3,1,1,19,0
1,1,1,0,2,2,2,3,2.0,6,3,9999,5,,2,2,2,1,1,0,2,4,2,2,4,3,3,2,1,2,2,2,1,2,2,3,2,1,2,1,1,2,1,1,1,35,1,1,1,0,0,1,2,1,2,1,0,9,1
2,1,1,0,2,2,2,5,2.0,1,6,3,7,2.0,1,1,2,0,1,0,3,2,4,3,3,3,3,1,2,2,3,1,1,2,2,3,1,1,1,2,1,1,1,1,1,33,1,2,4,4,1,2,3,4,2,3,0,25,0
3,1,2,0,2,2,2,5,1.0,8,7,4,6,2.0,3,3,1,0,0,0,2,3,1,2,2,4,3,1,2,3,1,2,4,2,4,3,1,1,1,4,3,1,1,3,3,47,1,4,1,2,1,3,1,0,0,2,0,14,1
2,1,2,0,1,2,2,6,6.0,2,3,2,2,2.0,2,3,3,0,1,0,2,2,5,2,4,2,1,2,1,1,3,3,1,3,1,2,2,2,2,1,1,2,2,1,1,34,1,2,1,1,2,1,1,2,2,2,2,16,1
2,2,2,0,2,2,2,5,4.0,9,7,2,5,1.0,3,3,2,1,0,0,3,2,3,2,3,2,2,3,2,2,3,3,1,3,1,1,3,3,3,1,1,3,2,1,1,41,1,2,0,4,3,3,1,2,2,1,1,19,0
3,2,2,0,2,2,2,5,3.0,4,7,4,3,1.0,5,5,2,1,0,0,3,1,4,3,3,2,2,1,1,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,3,31,1,1,1,0,1,0,0,2,2,1,2,10,1
1,1,2,0,2,2,2,3,3.0,6,7,9999,5,,3,3,3,1,0,0,2,1,2,2,3,2,2,3,1,2,2,3,3,3,2,2,3,3,4,3,2,3,1,2,2,48,0,4,3,4,4,3,4,4,4,3,4,37,0
2,1,2,0,2,2,2,4,0.0,8,7,4,0,2.0,2,2,2,1,0,0,5,1,5,2,2,2,2,3,3,3,3,3,1,3,1,3,3,3,3,1,3,3,1,1,1,46,1,2,2,3,3,1,2,2,2,1,3,21,0
2,1,2,0,2,2,2,5,1.0,8,5,4,9,2.0,2,2,3,1,1,0,3,2,2,1,3,4,3,1,1,2,4,3,2,3,2,4,2,3,3,2,2,3,1,1,1,47,1,1,3,4,3,1,1,1,2,4,2,22,0
1,1,2,0,2,2,2,5,4.0,6,3,9999,2,1.0,4,4,1,1,0,0,3,2,3,3,4,3,3,1,2,2,1,1,2,1,3,3,1,1,1,2,3,1,1,1,2,35,1,2,0,0,0,0,4,3,1,1,4,15,1
2,1,2,0,2,2,2,4,1.0,2,2,9999,7,2.0,2,4,2,0,0,0,3,1,4,3,3,2,3,4,2,1,4,4,1,4,1,2,4,3,4,1,1,3,1,1,1,47,1,3,0,4,3,4,3,3,3,1,1,25,0
2,1,1,0,2,2,2,5,4.0,3,6,9,9,2.0,2,3,2,1,1,0,1,2,4,2,2,3,2,2,1,2,3,3,1,2,2,3,2,2,2,2,2,2,2,1,1,40,1,2,0,2,1,2,2,3,3,1,3,19,0
2,1,2,0,2,2,2,4,2.0,8,6,5,9,2.0,2,2,3,0,1,1,1,1,3,4,1,2,1,4,4,1,4,4,1,4,1,3,4,4,4,1,1,4,3,1,1,52,0,4,0,4,4,4,4,4,4,1,4,33,0
2,1,2,0,2,2,2,3,1.0,9,7,9,9,2.0,1,2,2,0,1,0,5,2,2,1,4,2,3,2,2,1,3,2,1,2,2,3,2,1,2,2,1,2,1,1,2,37,1,4,3,3,4,4,4,4,4,2,3,35,0
2,2,2,0,2,2,2,4,6.0,8,7,4,9,2.0,3,3,1,0,0,0,2,1,4,2,2,3,2,1,3,2,2,3,1,4,2,2,1,1,1,2,2,2,2,2,2,40,1,4,3,2,3,3,4,4,4,1,4,32,0
2,2,2,0,2,2,2,6,2.0,8,4,2,9,2.0,6,6,1,1,0,0,2,2,4,2,2,4,2,1,1,2,2,2,2,1,3,3,1,1,1,3,3,1,1,1,1,36,1,0,1,1,1,0,1,0,0,0,0,4,1
1,1,1,0,2,2,2,5,1.0,6,3,1,0,3.0,4,4,1,0,1,0,2,1,3,2,3,2,3,3,1,2,2,2,1,3,2,3,2,2,2,1,2,3,2,2,2,42,1,1,1,1,1,2,1,1,1,1,1,11,1
3,1,1,0,2,2,2,5,4.0,8,4,5,7,1.0,3,3,1,0,0,0,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,30,1,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,0,2,2,2,5,3.0,6,3,9999,2,1.0,4,5,1,0,0,0,3,2,4,2,5,4,4,1,1,2,1,2,2,1,3,4,1,1,1,3,2,1,1,1,3,39,1,0,0,0,0,2,0,1,0,0,0,3,1
2,1,2,0,2,2,2,5,1.0,3,3,4,5,2.0,1,3,3,0,1,0,5,1,2,3,5,2,3,2,3,2,2,3,2,3,2,2,1,2,2,1,1,3,1,1,1,39,1,3,3,1,2,2,1,1,2,2,3,20,0
2,1,2,0,2,2,2,4,1.0,8,7,4,7,2.0,1,2,1,1,0,0,3,1,4,2,3,4,2,1,1,4,1,4,3,3,3,4,1,1,1,3,4,3,4,4,4,55,0,3,2,2,2,2,3,3,3,2,3,25,0
1,1,2,0,2,2,2,5,4.0,6,4,2,4,,3,3,1,0,0,0,3,2,2,2,3,3,3,1,1,3,1,2,3,2,3,3,1,1,1,3,3,2,1,3,3,43,1,0,2,0,0,1,1,1,0,0,0,5,1
2,1,2,0,2,2,2,5,3.0,1,7,2,3,,3,3,3,0,0,0,3,2,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,3,1,1,2,37,1,1,0,1,1,1,1,1,1,2,1,10,1
2,1,2,0,1,2,2,5,3.0,8,7,2,0,3.0,4,4,0,0,1,0,3,2,3,2,3,2,2,2,1,1,2,3,1,3,1,3,2,2,2,1,1,2,1,1,2,35,1,2,2,3,2,1,2,2,2,2,2,20,0
3,1,1,0,2,2,2,4,1.0,8,3,4,9,2.0,2,2,2,0,1,0,5,2,4,3,4,3,3,1,1,1,1,1,2,2,1,3,1,1,1,2,2,2,1,2,3,34,1,1,1,2,1,1,2,1,1,1,0,11,1
2,1,2,0,2,2,2,5,3.0,9,6,2,1,2.0,2,4,2,0,1,0,2,4,4,3,2,2,3,4,1,2,4,4,3,4,2,2,4,4,4,1,2,4,1,1,1,53,0,4,4,4,4,4,4,4,4,4,4,40,0
2,1,1,0,2,2,2,5,4.0,1,5,2,2,,1,4,1,0,1,0,1,3,2,1,3,3,2,2,3,1,3,3,1,4,1,1,2,2,2,2,1,4,1,2,2,42,1,1,4,4,4,4,4,1,2,4,4,32,0
2,1,2,0,2,2,2,5,1.0,6,3,9999,9,3.0,2,2,3,1,1,0,1,1,2,1,2,2,2,3,1,1,2,2,1,3,1,1,3,3,3,3,1,3,1,1,1,38,1,3,3,3,3,3,3,3,3,1,3,28,0
2,1,2,0,2,2,2,5,1.0,8,5,2,0,2.0,3,3,1,0,0,0,1,2,2,2,3,3,3,2,1,3,2,2,2,1,3,3,1,1,1,1,3,1,1,1,3,38,1,0,1,0,0,1,1,0,0,1,0,4,1
1,1,2,0,1,2,2,3,3.0,6,7,9999,7,,2,2,3,0,0,0,2,2,4,3,3,2,2,3,4,1,4,4,1,4,1,2,4,4,4,1,1,4,2,1,1,50,0,0,1,4,4,4,3,4,0,4,1,25,0
2,2,2,0,2,2,2,5,3.0,1,6,4,2,,3,4,2,0,0,0,2,1,5,1,1,2,1,2,1,2,2,3,1,4,2,2,2,2,2,1,2,3,1,1,1,37,1,1,1,1,1,0,0,2,1,1,0,8,1
2,1,2,0,2,2,2,5,3.0,1,3,2,5,,1,1,2,0,0,0,2,2,4,2,2,2,2,3,2,1,3,3,1,4,1,1,3,2,3,1,1,2,2,1,1,39,1,4,2,4,4,4,4,2,4,2,4,34,0
2,1,2,0,2,2,2,5,2.0,8,7,3,6,1.0,3,2,2,1,0,0,2,2,3,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,28,1,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,0,2,2,2,5,4.0,8,3,2,2,1.0,4,4,2,1,0,0,4,1,2,2,3,2,3,2,1,2,1,3,2,3,2,2,2,2,2,2,2,2,1,1,2,39,1,2,1,2,3,3,3,3,2,1,2,22,0
2,1,2,0,2,2,2,5,2.0,6,3,2,9,1.0,3,3,1,0,1,0,3,3,2,2,5,2,4,4,3,2,2,4,2,3,2,3,2,1,2,1,2,3,1,1,2,46,1,1,0,0,1,2,1,1,1,0,1,8,1
2,1,2,0,2,2,2,5,3.0,1,6,9,7,2.0,2,2,2,0,1,0,2,1,2,2,3,2,4,2,2,1,3,2,1,2,1,3,4,4,4,1,2,1,2,1,1,43,1,2,3,2,1,4,4,2,2,2,2,24,0
1,1,2,0,2,2,2,3,2.0,6,7,9999,9,,3,2,2,0,1,0,3,2,4,3,2,2,2,2,3,3,3,4,1,4,1,1,2,2,2,1,1,4,2,2,1,43,1,2,3,3,3,3,3,3,3,2,3,28,0
2,2,2,0,2,2,2,5,1.0,8,3,2,9,1.0,4,4,2,0,1,0,4,1,4,1,4,2,1,3,1,2,4,4,2,4,2,3,2,2,2,1,1,4,1,2,2,45,1,4,2,3,2,3,3,3,3,2,4,29,0
1,1,2,0,1,2,2,4,3.0,1,4,3,0,,3,4,1,0,0,0,3,2,3,3,3,4,4,1,1,2,1,2,3,2,2,3,1,1,1,2,2,1,1,2,2,38,1,1,0,0,0,1,1,1,1,0,0,5,1
2,1,2,0,2,2,2,5,5.0,8,3,5,4,2.0,2,2,2,1,0,0,2,2,3,3,3,2,2,3,2,1,1,2,1,2,2,2,3,3,3,2,2,3,3,3,3,45,1,3,3,3,3,4,3,4,3,3,4,33,0
2,1,1,0,2,2,2,5,1.0,6,4,2,0,2.0,2,2,1,0,0,0,3,2,2,3,4,3,3,1,2,2,2,2,2,1,3,2,1,1,1,2,2,1,1,1,2,35,1,1,1,2,3,2,3,3,1,3,3,22,0
1,1,2,0,2,2,2,5,1.0,6,3,2,7,,2,2,0,0,0,0,1,2,3,1,1,2,3,2,1,1,2,2,3,3,2,3,2,1,2,1,1,1,1,1,2,36,1,4,0,0,0,4,4,4,0,4,0,20,0
1,1,1,0,2,2,2,4,6.0,6,3,9999,2,3.0,5,5,2,1,1,0,1,1,4,3,1,2,2,1,2,2,1,3,4,2,2,3,1,1,1,2,2,2,1,2,2,38,1,2,0,1,0,1,2,3,2,0,3,14,1
2,1,2,0,2,2,2,5,1.0,6,7,9999,9,,2,2,2,0,1,0,4,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,32,1,1,0,0,1,1,0,1,1,1,0,6,1
1,1,2,0,2,2,2,4,1.0,6,3,9,9,,2,2,0,0,1,1,3,2,1,1,2,2,2,1,1,2,3,3,1,3,1,2,1,1,1,1,3,2,1,2,2,35,1,1,0,0,0,2,1,0,0,0,1,5,1
2,2,2,0,2,2,2,5,4.0,1,7,5,5,2.0,2,3,1,0,1,0,3,1,5,3,1,3,2,2,1,2,2,3,3,4,2,3,2,1,2,1,2,2,1,2,2,42,1,4,4,4,4,4,4,4,4,4,4,40,0
4,1,2,0,1,2,2,5,1.0,8,7,4,5,3.0,3,6,2,0,0,0,3,2,3,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,37,1,2,2,3,2,2,2,2,2,2,2,21,0
3,2,2,0,2,2,2,4,1.0,8,5,4,8,1.0,4,3,2,1,1,0,2,3,5,2,1,4,2,1,1,4,2,1,4,1,4,4,1,1,1,4,4,1,1,2,4,47,1,4,0,2,0,0,0,2,2,3,0,13,1
2,1,2,0,2,2,2,5,1.0,7,5,2,8,2.0,2,2,2,0,1,0,3,1,3,3,3,2,1,2,1,2,2,4,1,4,2,3,2,2,2,1,2,4,1,2,2,42,1,0,1,0,0,1,0,0,0,2,0,4,1
2,1,2,0,2,2,2,5,1.0,8,3,2,7,2.0,2,2,2,1,1,0,2,2,3,2,2,4,2,1,1,3,1,2,2,1,3,3,1,1,1,2,3,1,1,2,3,38,1,1,0,0,0,1,1,1,0,0,2,6,1
2,1,2,0,2,2,2,4,2.0,8,4,1,9,1.0,3,2,3,0,0,0,5,1,2,1,3,3,3,1,1,3,1,2,2,2,3,3,1,1,1,2,3,1,1,3,3,40,1,4,2,4,4,4,2,4,4,1,4,33,0
2,1,1,0,2,2,2,4,0.0,8,4,5,7,2.0,2,3,2,0,1,0,3,2,2,1,4,3,2,2,1,2,1,3,2,2,2,3,1,1,1,2,2,2,1,1,1,35,1,2,3,2,1,1,3,2,2,3,1,20,0
2,1,2,0,2,2,2,5,3.0,6,3,2,8,1.0,3,4,2,1,0,0,3,1,4,2,4,3,2,2,1,2,3,4,2,3,2,3,2,2,2,2,2,3,2,2,2,46,1,3,3,2,3,3,2,2,3,2,4,27,0
2,2,1,0,1,2,2,4,4.0,2,5,5,4,2.0,1,3,2,0,1,0,1,2,4,1,1,3,3,1,1,3,2,3,3,2,2,3,1,1,1,2,2,2,1,1,2,39,1,2,2,2,2,2,2,2,2,1,2,19,0
2,1,2,0,2,2,2,5,3.0,6,7,3,3,,3,3,3,0,1,0,1,3,2,2,3,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,33,1,3,3,3,3,3,3,3,3,3,3,30,0
2,1,2,0,2,2,2,5,2.0,3,7,2,5,3.0,1,3,0,0,1,0,3,2,5,2,5,2,1,2,2,1,3,3,2,3,1,2,2,1,1,1,1,3,2,1,1,35,1,2,2,1,2,1,3,3,2,1,3,20,0
2,1,1,0,2,2,2,5,5.0,3,6,5,5,2.0,2,2,2,0,0,0,3,3,3,3,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,28,1,0,1,0,0,0,0,0,0,0,0,1,1
2,1,1,0,2,2,2,2,0.0,9,5,8,5,3.0,2,3,3,0,1,0,3,2,4,3,2,3,2,1,1,2,2,1,2,2,2,3,1,1,1,2,2,2,1,2,2,35,1,2,2,3,3,3,1,2,2,2,2,22,0
2,1,1,0,2,2,2,5,2.0,8,3,2,9,1.0,3,3,1,0,0,0,4,1,4,3,5,4,3,1,1,2,3,3,2,4,2,3,1,1,1,2,2,2,1,3,3,44,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2,0,2,2,2,4,1.0,6,3,9999,3,2.0,2,5,2,0,0,0,3,1,5,3,3,2,1,4,4,1,4,3,1,4,1,2,4,4,4,1,1,4,1,1,1,48,0,4,0,4,4,4,4,4,4,2,4,34,0
1,1,2,0,2,2,2,5,4.0,6,7,9999,0,2.0,3,3,0,0,1,0,3,1,3,2,4,2,2,3,4,1,4,4,1,2,1,2,4,4,4,1,2,4,3,1,1,50,0,3,2,3,4,4,3,3,3,4,3,32,0
1,1,2,0,2,2,2,5,1.0,6,6,9999,9,,1,2,2,0,0,0,2,3,2,2,3,3,3,2,1,2,2,1,1,3,2,3,2,2,2,2,1,1,1,2,1,37,1,3,1,0,2,1,1,1,0,0,1,10,1
2,1,2,0,2,2,2,5,4.0,6,6,9,7,,3,3,1,0,1,0,3,1,4,2,5,2,2,2,2,1,2,1,1,2,1,3,2,1,1,1,1,2,1,1,2,31,1,0,0,0,1,1,0,0,0,1,0,3,1
2,1,1,0,2,2,2,5,4.0,6,3,9,7,3.0,3,3,2,0,1,0,3,2,3,1,3,2,3,3,2,3,1,2,2,3,3,3,1,1,1,3,4,2,1,2,3,45,1,2,2,3,1,1,2,2,2,3,2,20,0
2,1,2,0,2,2,2,3,3.0,8,4,4,8,2.0,3,4,2,0,1,0,3,1,3,1,1,2,1,2,2,2,3,4,1,4,2,4,2,2,2,2,2,2,1,1,1,42,1,4,2,4,4,4,4,3,4,1,1,31,0
3,2,1,0,2,2,2,2,2.0,3,6,5,7,2.0,3,3,1,0,0,0,4,1,5,2,4,4,2,1,1,2,1,1,3,1,3,3,1,1,1,3,3,1,1,1,3,37,1,1,1,1,1,1,1,1,1,1,1,10,1
2,1,2,0,2,2,2,4,1.0,8,2,7,9,1.0,3,3,1,0,0,0,2,3,1,2,2,4,4,1,1,3,1,1,2,2,3,4,1,1,1,2,4,1,1,3,4,44,1,1,0,0,1,2,1,4,1,0,1,11,1
1,1,1,0,1,2,2,3,5.0,6,3,0,0,2.0,4,4,1,0,1,0,1,1,3,3,4,2,3,1,3,2,2,3,1,3,2,2,1,1,1,2,2,3,1,1,2,38,1,2,0,1,0,2,1,2,3,2,3,16,1
2,1,2,0,2,2,2,4,1.0,1,7,4,6,2.0,1,2,1,0,1,0,5,1,5,2,5,2,2,1,1,1,1,4,1,4,2,1,1,2,1,1,1,4,1,1,1,33,1,4,4,4,4,4,4,4,4,2,4,38,0
2,1,2,0,2,2,2,4,2.0,2,2,7,9,2.0,1,3,5,0,1,1,2,2,3,3,5,1,1,4,1,1,4,4,2,4,1,4,4,4,4,1,1,4,1,1,1,48,0,4,0,2,2,4,1,4,4,2,4,27,0
2,1,1,0,2,2,2,5,3.0,1,7,3,2,1.0,1,1,1,0,0,0,3,3,3,3,4,2,1,4,1,1,2,4,1,4,1,2,4,4,4,1,1,4,2,1,1,45,1,1,2,3,3,1,2,0,0,1,1,14,1
2,3,2,0,1,2,2,5,4.0,8,4,2,2,,3,2,3,0,1,0,4,1,4,2,4,3,2,2,1,2,1,4,3,3,3,2,1,1,2,3,3,3,1,1,2,43,1,0,0,2,2,2,3,1,0,1,1,12,1
2,1,1,0,1,2,2,5,3.0,6,3,2,0,3.0,2,4,1,0,1,0,3,2,4,3,3,2,1,1,2,2,3,3,1,2,1,3,1,1,2,1,1,3,1,1,2,34,1,1,0,2,3,2,1,1,2,0,3,15,1
2,1,2,0,2,2,2,4,3.0,2,6,5,4,2.0,1,2,2,0,0,0,1,1,5,1,1,4,2,2,2,1,2,4,2,2,1,2,2,1,1,1,2,2,1,1,1,36,1,4,3,3,3,2,3,4,4,3,4,33,0
1,1,2,0,2,2,1,3,5.0,6,3,9999,3,,3,4,1,1,1,0,3,2,3,2,2,2,2,3,3,2,3,4,1,3,1,2,2,2,3,1,2,2,1,1,1,41,1,0,2,2,1,1,3,1,0,2,0,12,1
1,1,2,0,2,2,2,5,3.0,6,3,9999,5,,1,2,1,0,1,0,1,2,3,2,3,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,2,4,47,1,3,0,0,0,1,2,3,2,0,2,13,1
2,1,2,0,1,2,2,5,2.0,6,3,9999,5,3.0,2,2,3,0,1,0,3,2,3,3,3,2,2,2,1,2,3,2,1,1,2,2,2,1,1,2,1,1,1,1,1,31,1,3,2,2,1,2,2,2,3,3,1,21,0
3,2,1,0,2,2,2,6,3.0,8,7,0,5,2.0,4,3,1,0,0,0,2,1,3,3,2,3,3,4,1,1,3,2,1,2,1,4,3,3,3,3,1,2,1,2,2,45,1,4,2,4,0,4,3,4,4,0,2,27,0
2,1,1,0,2,2,2,5,3.0,8,6,4,3,2.0,2,2,1,1,0,0,3,1,2,2,3,4,4,1,1,2,2,2,2,2,3,3,1,1,1,2,2,2,1,2,2,40,1,2,2,1,1,1,1,1,1,1,1,12,1
1,1,2,0,2,2,1,3,1.0,6,3,9999,8,2.0,2,2,3,0,0,0,2,3,5,2,2,2,2,3,2,1,3,2,1,2,3,3,3,3,3,1,1,3,1,1,1,41,1,4,0,1,2,1,2,2,1,1,4,18,0
2,1,2,0,2,2,1,5,1.0,4,3,2,2,,2,2,2,0,0,0,3,3,2,3,2,2,3,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,33,1,1,0,2,4,2,3,1,1,1,2,17,0
1,1,2,0,2,2,2,4,2.0,6,3,9999,5,2.0,4,5,2,0,0,0,2,1,2,2,2,2,4,3,3,1,1,3,1,4,1,2,3,2,3,1,1,4,1,1,1,42,1,0,0,2,2,1,1,1,1,0,0,8,1
1,1,1,0,2,2,2,5,0.0,6,3,9999,2,2.0,1,3,3,1,0,0,3,2,3,2,4,2,2,1,1,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,30,1,4,0,3,3,2,1,4,4,0,4,25,0
1,1,1,0,2,2,2,3,1.0,6,3,9999,4,2.0,3,3,3,1,0,0,4,2,3,3,5,2,2,2,1,2,2,3,2,3,1,1,1,1,2,1,2,2,1,1,2,34,1,2,2,1,1,3,4,3,2,3,3,24,0
2,1,2,0,2,2,2,5,5.0,6,7,9999,7,2.0,3,3,1,0,1,0,3,1,4,3,3,4,1,1,1,3,1,4,4,1,4,4,1,1,1,4,2,1,1,3,4,46,1,1,2,1,1,1,1,2,2,0,0,11,1
1,1,2,0,2,2,2,4,1.0,6,6,5,9,2.0,1,1,3,0,0,0,1,2,3,3,5,2,1,2,3,1,2,4,2,1,3,4,1,1,1,1,1,4,4,2,2,42,1,4,1,4,1,4,1,4,4,4,4,31,0
2,1,2,0,2,2,2,4,1.0,1,4,3,9,,2,3,2,0,1,0,5,3,4,2,3,3,2,3,2,1,3,1,2,1,3,3,2,1,1,1,2,1,1,1,1,35,1,4,0,1,1,0,2,4,1,2,3,18,0
1,1,2,0,2,2,1,5,1.0,6,5,5,9,2.0,3,3,3,0,1,0,2,3,2,3,2,2,2,3,3,1,3,2,1,3,1,1,3,3,3,1,1,2,1,1,1,38,1,2,0,2,0,4,0,4,2,2,2,18,0
2,1,2,0,2,2,2,4,2.0,7,6,5,0,2.0,2,2,2,1,1,0,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,33,1,0,0,0,0,0,0,0,0,0,0,0,1
3,2,2,0,1,2,2,5,1.0,1,6,3,9,2.0,1,3,2,0,1,0,4,1,2,1,5,3,2,2,1,2,4,2,1,3,2,1,2,1,1,1,3,2,1,1,2,37,1,3,4,3,3,0,2,4,1,1,3,24,0
2,1,2,0,2,2,2,5,4.0,2,7,1,7,2.0,1,3,2,0,1,0,4,2,4,2,4,2,2,3,2,1,1,3,1,3,1,1,3,3,3,2,1,3,1,1,1,38,1,4,2,3,3,2,4,4,4,3,4,33,0
