sur1_n,sur2_n,sur3_n,sur4_n,sur5_n,sur6_n,sur7_n,sur8_n,sur9_n,sur10_n,sur11_n,sur12_n,sur13_n,sur14_n,sur15_n,sur16_n,sur17_n,sur18_n,sur19_n,sur20_n,srh_n
0.3506821357203151,0.3065947187579599,-0.21935320341757333,-0.19605637818716934,0.36420459836823116,-0.19803200049420777,-0.22360306794859763,0.3326676153490242,-0.2572336106329593,0.3952092089850617,1.0,-0.2532386491041149,-0.20066595303717338,-0.22584596631517592,0.37816724563958426,0.366804924334283,-0.26930915306127506,-0.1027415992168627,0.2937795399743785,0.3725289401238466,0.22653696345148694
-0.43875459711325165,-0.3486085998110901,0.6598796507203278,0.31785067829798014,-0.47186736229229087,0.5119223995973233,0.3528458451138351,-0.3684717683467998,0.484110828633661,-0.4648358163795372,-0.2532386491041149,1.0,0.7249370234656375,0.7256114775277575,-0.42972235810414894,-0.4420078214184661,0.5123170828282709,0.27000195383850406,-0.31068864105796445,-0.4698626767349019,-0.25717320785367814
-0.40755245799732426,-0.32010873115144917,0.6016592970788797,0.29166677131396734,-0.4069545122511424,0.43066852060742516,0.32112976499785123,-0.321025479600984,0.4355889964648977,-0.4001134164643903,-0.20066595303717338,0.7249370234656375,1.0,0.7974080145186297,-0.3545252389926958,-0.38645671951994076,0.4768182277125253,0.29796687324942894,-0.2422000856489268,-0.3960635747417011,-0.21948541127885993
-0.4265060514304502,-0.33335931060972107,0.6344757624386318,0.30291742581091996,-0.436540665378749,0.458459539812789,0.3470458810916987,-0.35103418653442037,0.4702770696429682,-0.43537301418475016,-0.22584596631517592,0.7256114775277575,0.7974080145186297,1.0,-0.4069395611558185,-0.41174124200665685,0.5055664408123192,0.2678392782754853,-0.28736884714854055,-0.4367979009758854,-0.24393557615911432
0.4584214515062584,0.4197827697218628,-0.4051477559639242,-0.2106792730077374,0.5767144817356927,-0.398412084833887,-0.33993537062176876,0.5442328578583246,-0.43172195135320984,0.6086881436938897,0.37816724563958426,-0.42972235810414894,-0.3545252389926958,-0.4069395611558185,1.0,0.6364901579189396,-0.41309704652589646,-0.06372943797074547,0.5246340927189084,0.6189384326533182,0.2907507982228333
0.4358011737190297,0.4025976244487115,-0.4001270008920375,-0.238857330838398,0.5793878224899655,-0.41784045892317756,-0.336582622910435,0.4686908333432764,-0.4292690520707353,0.5895462067380283,0.366804924334283,-0.4420078214184661,-0.38645671951994076,-0.41174124200665685,0.6364901579189396,1.0,-0.43643652163330815,-0.11231549447555794,0.47975180513612714,0.6305012986406566,0.3075474349019081
-0.3811802704323483,-0.3768481987886783,0.47041902331882735,0.3059282176952481,-0.4376892921567953,0.4066243351704253,0.5315394385979401,-0.3308382672491062,0.6410518430517473,-0.45464946937046463,-0.26930915306127506,0.5123170828282709,0.4768182277125253,0.5055664408123192,-0.41309704652589646,-0.43643652163330815,1.0,0.27392911545690674,-0.2973043097267852,-0.4072382526591062,-0.2140399013577192
-0.17569062266030072,-0.18526893099620184,0.21119814232026055,0.1518760239095123,-0.13008275501825659,0.14373739877269975,0.17394175115024985,-0.0800915982927438,0.21111674926729976,-0.14552519538373204,-0.1027415992168627,0.27000195383850406,0.29796687324942894,0.2678392782754853,-0.06372943797074547,-0.11231549447555794,0.27392911545690674,1.0,0.06247396892641546,-0.10501215705287695,-0.05739311852690647
0.335000020725029,0.27931641780958444,-0.2976074716382681,-0.17043527743035655,0.47463258921451706,-0.3236875399644294,-0.27216918464611856,0.41450554704322584,-0.3201991789928896,0.45404311328956815,0.2937795399743785,-0.31068864105796445,-0.2422000856489268,-0.28736884714854055,0.5246340927189084,0.47975180513612714,-0.2973043097267852,0.06247396892641546,1.0,0.5797945130683659,0.2647024787103128
0.4856941185945391,0.39783361916178595,-0.4349880761235705,-0.24381393056492207,0.6037115781350408,-0.44273610969438154,-0.3122784657049122,0.4835316620185267,-0.41776139511999905,0.5997041515702899,0.3725289401238466,-0.4698626767349019,-0.3960635747417011,-0.4367979009758854,0.6189384326533182,0.6305012986406566,-0.4072382526591062,-0.10501215705287695,0.5797945130683659,1.0,0.32685558061239256
0.30360053034357687,0.2653111053093866,-0.2570306462656717,-0.1702326849413634,0.3030081004985299,-0.25665308276570115,-0.19513409991747568,0.28016189982559975,-0.24572285023269028,0.3205830068029251,0.22653696345148694,-0.25717320785367814,-0.21948541127885993,-0.24393557615911432,0.2907507982228333,0.3075474349019081,-0.2140399013577192,-0.05739311852690647,0.2647024787103128,0.32685558061239256,1.0
