sur1_n,sur2_n,sur3_n,sur4_n,sur5_n,sur6_n,sur7_n,sur8_n,sur9_n,sur10_n,sur11_n,sur12_n,sur13_n,sur14_n,sur15_n,sur16_n,sur17_n,sur18_n,sur19_n,sur20_n,srh_n
1.0,0.49178598505502535,-0.49340619687265924,-0.2272680596435807,0.5032625315798359,-0.3255005549694064,-0.3110110192948399,0.3796896951449204,-0.3942524119799849,0.49691624918898164,0.3506821357203151,-0.43875459711325165,-0.40755245799732426,-0.4265060514304502,0.4584214515062584,0.4358011737190297,-0.3811802704323483,-0.17569062266030072,0.335000020725029,0.4856941185945391,0.30360053034357687
0.49178598505502535,1.0,-0.35247779401394885,-0.1691309054738249,0.46627643025259785,-0.27774059580030447,-0.3718420067477002,0.3494331306373164,-0.37593098072899844,0.4554207805773878,0.3065947187579599,-0.3486085998110901,-0.32010873115144917,-0.33335931060972107,0.4197827697218628,0.4025976244487115,-0.3768481987886783,-0.18526893099620184,0.27931641780958444,0.39783361916178595,0.2653111053093866
-0.49340619687265924,-0.35247779401394885,1.0,0.2910240160302009,-0.4527219609502843,0.4458119532051148,0.320047663075481,-0.3222279358919789,0.4467039465941231,-0.4319958283577399,-0.21935320341757333,0.6598796507203278,0.6016592970788797,0.6344757624386318,-0.4051477559639242,-0.4001270008920375,0.47041902331882735,0.21119814232026055,-0.2976074716382681,-0.4349880761235705,-0.2570306462656717
-0.2272680596435807,-0.1691309054738249,0.2910240160302009,1.0,-0.30768262664856777,0.25907840485799555,0.22660077500238754,-0.18320440420897333,0.2935481309598876,-0.2401483209516606,-0.19605637818716934,0.31785067829798014,0.29166677131396734,0.30291742581091996,-0.2106792730077374,-0.238857330838398,0.3059282176952481,0.1518760239095123,-0.17043527743035655,-0.24381393056492207,-0.1702326849413634
0.5032625315798359,0.46627643025259785,-0.4527219609502843,-0.30768262664856777,1.0,-0.43174170114663385,-0.33784722295730335,0.5141904945617229,-0.460223045978231,0.6210948056381916,0.36420459836823116,-0.47186736229229087,-0.4069545122511424,-0.436540665378749,0.5767144817356927,0.5793878224899655,-0.4376892921567953,-0.13008275501825659,0.47463258921451706,0.6037115781350408,0.3030081004985299
-0.3255005549694064,-0.27774059580030447,0.4458119532051148,0.25907840485799555,-0.43174170114663385,1.0,0.33763774219066034,-0.35249206579940884,0.4188020626826927,-0.41455656043477596,-0.19803200049420777,0.5119223995973233,0.43066852060742516,0.458459539812789,-0.398412084833887,-0.41784045892317756,0.4066243351704253,0.14373739877269975,-0.3236875399644294,-0.44273610969438154,-0.25665308276570115
-0.3110110192948399,-0.3718420067477002,0.320047663075481,0.22660077500238754,-0.33784722295730335,0.33763774219066034,1.0,-0.2881699969103896,0.5959446565448178,-0.38372497844267184,-0.22360306794859763,0.3528458451138351,0.32112976499785123,0.3470458810916987,-0.33993537062176876,-0.336582622910435,0.5315394385979401,0.17394175115024985,-0.27216918464611856,-0.3122784657049122,-0.19513409991747568
0.3796896951449204,0.3494331306373164,-0.3222279358919789,-0.18320440420897333,0.5141904945617229,-0.35249206579940884,-0.2881699969103896,1.0,-0.3688554595988,0.5292488270076414,0.3326676153490242,-0.3684717683467998,-0.321025479600984,-0.35103418653442037,0.5442328578583246,0.4686908333432764,-0.3308382672491062,-0.0800915982927438,0.41450554704322584,0.4835316620185267,0.28016189982559975
-0.3942524119799849,-0.37593098072899844,0.4467039465941231,0.2935481309598876,-0.460223045978231,0.4188020626826927,0.5959446565448178,-0.3688554595988,1.0,-0.4985181629928151,-0.2572336106329593,0.484110828633661,0.4355889964648977,0.4702770696429682,-0.43172195135320984,-0.4292690520707353,0.6410518430517473,0.21111674926729976,-0.3201991789928896,-0.41776139511999905,-0.24572285023269028
0.49691624918898164,0.4554207805773878,-0.4319958283577399,-0.2401483209516606,0.6210948056381916,-0.41455656043477596,-0.38372497844267184,0.5292488270076414,-0.4985181629928151,1.0,0.3952092089850617,-0.4648358163795372,-0.4001134164643903,-0.43537301418475016,0.6086881436938897,0.5895462067380283,-0.45464946937046463,-0.14552519538373204,0.45404311328956815,0.5997041515702899,0.3205830068029251
